edge_id,source_node_id,target_node_id,edge_type,reason,confidence
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_constructive::pi_pedagogy_approach_codeforces_2185_D_constructive,pi::pedagogy::technique::constructive,pi::pedagogy::approach::codeforces_2185_D::constructive,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_constructive::pi_problem_codeforces_2185_D,pi::pedagogy::technique::constructive,pi::problem::codeforces_2185_D,INDEXES_PROBLEM,Problem can be reached through technique constructive.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_pattern_recognition::pi_pedagogy_approach_codeforces_2185_D_constructive,pi::pedagogy::prerequisite::pattern_recognition,pi::pedagogy::approach::codeforces_2185_D::constructive,PREREQUISITE_OF,pattern_recognition is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_case_splitting::pi_pedagogy_approach_codeforces_2185_D_constructive,pi::pedagogy::prerequisite::case_splitting,pi::pedagogy::approach::codeforces_2185_D::constructive,PREREQUISITE_OF,case_splitting is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_validity_proof::pi_pedagogy_approach_codeforces_2185_D_constructive,pi::pedagogy::prerequisite::validity_proof,pi::pedagogy::approach::codeforces_2185_D::constructive,PREREQUISITE_OF,validity_proof is needed for constructive.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_D_constructive::pi_pedagogy_risk_invalid_construction,pi::pedagogy::approach::codeforces_2185_D::constructive,pi::pedagogy::risk::invalid_construction,HAS_RISK,The constructive approach may fail through invalid_construction.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_D_constructive::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_2185_D::constructive,pi::pedagogy::risk::edge_cases,HAS_RISK,The constructive approach may fail through edge_cases.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_D_constructive::pi_pedagogy_risk_proof_gap,pi::pedagogy::approach::codeforces_2185_D::constructive,pi::pedagogy::risk::proof_gap,HAS_RISK,The constructive approach may fail through proof_gap.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_two_pointers::pi_pedagogy_approach_codeforces_2185_D_two_pointers,pi::pedagogy::technique::two_pointers,pi::pedagogy::approach::codeforces_2185_D::two_pointers,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_two_pointers::pi_problem_codeforces_2185_D,pi::pedagogy::technique::two_pointers,pi::problem::codeforces_2185_D,INDEXES_PROBLEM,Problem can be reached through technique two_pointers.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_monotonic_window::pi_pedagogy_approach_codeforces_2185_D_two_pointers,pi::pedagogy::prerequisite::monotonic_window,pi::pedagogy::approach::codeforces_2185_D::two_pointers,PREREQUISITE_OF,monotonic_window is needed for two_pointers.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_invariant_reasoning::pi_pedagogy_approach_codeforces_2185_D_two_pointers,pi::pedagogy::prerequisite::invariant_reasoning,pi::pedagogy::approach::codeforces_2185_D::two_pointers,PREREQUISITE_OF,invariant_reasoning is needed for two_pointers.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_D_two_pointers::pi_pedagogy_risk_pointer_invariant_bug,pi::pedagogy::approach::codeforces_2185_D::two_pointers,pi::pedagogy::risk::pointer_invariant_bug,HAS_RISK,The two_pointers approach may fail through pointer_invariant_bug.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_D_two_pointers::pi_pedagogy_risk_off_by_one,pi::pedagogy::approach::codeforces_2185_D::two_pointers,pi::pedagogy::risk::off_by_one,HAS_RISK,The two_pointers approach may fail through off_by_one.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_graphs::pi_pedagogy_approach_codeforces_2185_D_graphs,pi::pedagogy::technique::graphs,pi::pedagogy::approach::codeforces_2185_D::graphs,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_graphs::pi_problem_codeforces_2185_D,pi::pedagogy::technique::graphs,pi::problem::codeforces_2185_D,INDEXES_PROBLEM,Problem can be reached through technique graphs.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_graph_modeling::pi_pedagogy_approach_codeforces_2185_D_graphs,pi::pedagogy::prerequisite::graph_modeling,pi::pedagogy::approach::codeforces_2185_D::graphs,PREREQUISITE_OF,graph_modeling is needed for graphs.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_dfs_bfs::pi_pedagogy_approach_codeforces_2185_D_graphs,pi::pedagogy::prerequisite::dfs_bfs,pi::pedagogy::approach::codeforces_2185_D::graphs,PREREQUISITE_OF,dfs_bfs is needed for graphs.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_tree_invariants::pi_pedagogy_approach_codeforces_2185_D_graphs,pi::pedagogy::prerequisite::tree_invariants,pi::pedagogy::approach::codeforces_2185_D::graphs,PREREQUISITE_OF,tree_invariants is needed for graphs.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_D_graphs::pi_pedagogy_risk_visited_state_bug,pi::pedagogy::approach::codeforces_2185_D::graphs,pi::pedagogy::risk::visited_state_bug,HAS_RISK,The graphs approach may fail through visited_state_bug.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_D_graphs::pi_pedagogy_risk_recursion_depth,pi::pedagogy::approach::codeforces_2185_D::graphs,pi::pedagogy::risk::recursion_depth,HAS_RISK,The graphs approach may fail through recursion_depth.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_D_graphs::pi_pedagogy_risk_wrong_tree_root,pi::pedagogy::approach::codeforces_2185_D::graphs,pi::pedagogy::risk::wrong_tree_root,HAS_RISK,The graphs approach may fail through wrong_tree_root.,0.64
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_implementation_constructive::pi_problem_codeforces_2185_C,pi::pedagogy::topic::implementation_constructive,pi::problem::codeforces_2185_C,INDEXES_PROBLEM,Problem belongs to topic implementation_constructive.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_techniques::pi_problem_codeforces_2185_C,pi::pedagogy::topic::techniques,pi::problem::codeforces_2185_C,INDEXES_PROBLEM,Problem belongs to topic techniques.,0.68
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_constructive::pi_pedagogy_approach_codeforces_2185_C_constructive,pi::pedagogy::technique::constructive,pi::pedagogy::approach::codeforces_2185_C::constructive,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_constructive::pi_problem_codeforces_2185_C,pi::pedagogy::technique::constructive,pi::problem::codeforces_2185_C,INDEXES_PROBLEM,Problem can be reached through technique constructive.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_pattern_recognition::pi_pedagogy_approach_codeforces_2185_C_constructive,pi::pedagogy::prerequisite::pattern_recognition,pi::pedagogy::approach::codeforces_2185_C::constructive,PREREQUISITE_OF,pattern_recognition is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_case_splitting::pi_pedagogy_approach_codeforces_2185_C_constructive,pi::pedagogy::prerequisite::case_splitting,pi::pedagogy::approach::codeforces_2185_C::constructive,PREREQUISITE_OF,case_splitting is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_validity_proof::pi_pedagogy_approach_codeforces_2185_C_constructive,pi::pedagogy::prerequisite::validity_proof,pi::pedagogy::approach::codeforces_2185_C::constructive,PREREQUISITE_OF,validity_proof is needed for constructive.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_C_constructive::pi_pedagogy_risk_invalid_construction,pi::pedagogy::approach::codeforces_2185_C::constructive,pi::pedagogy::risk::invalid_construction,HAS_RISK,The constructive approach may fail through invalid_construction.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_C_constructive::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_2185_C::constructive,pi::pedagogy::risk::edge_cases,HAS_RISK,The constructive approach may fail through edge_cases.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_C_constructive::pi_pedagogy_risk_proof_gap,pi::pedagogy::approach::codeforces_2185_C::constructive,pi::pedagogy::risk::proof_gap,HAS_RISK,The constructive approach may fail through proof_gap.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_sorting::pi_pedagogy_approach_codeforces_2185_C_sorting,pi::pedagogy::technique::sorting,pi::pedagogy::approach::codeforces_2185_C::sorting,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_sorting::pi_problem_codeforces_2185_C,pi::pedagogy::technique::sorting,pi::problem::codeforces_2185_C,INDEXES_PROBLEM,Problem can be reached through technique sorting.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_ordering_argument::pi_pedagogy_approach_codeforces_2185_C_sorting,pi::pedagogy::prerequisite::ordering_argument,pi::pedagogy::approach::codeforces_2185_C::sorting,PREREQUISITE_OF,ordering_argument is needed for sorting.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_tie_handling::pi_pedagogy_approach_codeforces_2185_C_sorting,pi::pedagogy::prerequisite::tie_handling,pi::pedagogy::approach::codeforces_2185_C::sorting,PREREQUISITE_OF,tie_handling is needed for sorting.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_C_sorting::pi_pedagogy_risk_tie_handling,pi::pedagogy::approach::codeforces_2185_C::sorting,pi::pedagogy::risk::tie_handling,HAS_RISK,The sorting approach may fail through tie_handling.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_C_sorting::pi_pedagogy_risk_wrong_ordering,pi::pedagogy::approach::codeforces_2185_C::sorting,pi::pedagogy::risk::wrong_ordering,HAS_RISK,The sorting approach may fail through wrong_ordering.,0.64
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_greedy::pi_problem_codeforces_2185_B,pi::pedagogy::topic::greedy,pi::problem::codeforces_2185_B,INDEXES_PROBLEM,Problem belongs to topic greedy.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_techniques::pi_problem_codeforces_2185_B,pi::pedagogy::topic::techniques,pi::problem::codeforces_2185_B,INDEXES_PROBLEM,Problem belongs to topic techniques.,0.68
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_greedy::pi_pedagogy_approach_codeforces_2185_B_greedy,pi::pedagogy::technique::greedy,pi::pedagogy::approach::codeforces_2185_B::greedy,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_greedy::pi_problem_codeforces_2185_B,pi::pedagogy::technique::greedy,pi::problem::codeforces_2185_B,INDEXES_PROBLEM,Problem can be reached through technique greedy.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_exchange_argument::pi_pedagogy_approach_codeforces_2185_B_greedy,pi::pedagogy::prerequisite::exchange_argument,pi::pedagogy::approach::codeforces_2185_B::greedy,PREREQUISITE_OF,exchange_argument is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_invariant_reasoning::pi_pedagogy_approach_codeforces_2185_B_greedy,pi::pedagogy::prerequisite::invariant_reasoning,pi::pedagogy::approach::codeforces_2185_B::greedy,PREREQUISITE_OF,invariant_reasoning is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_counterexample_testing::pi_pedagogy_approach_codeforces_2185_B_greedy,pi::pedagogy::prerequisite::counterexample_testing,pi::pedagogy::approach::codeforces_2185_B::greedy,PREREQUISITE_OF,counterexample_testing is needed for greedy.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_B_greedy::pi_pedagogy_risk_wrong_proof,pi::pedagogy::approach::codeforces_2185_B::greedy,pi::pedagogy::risk::wrong_proof,HAS_RISK,The greedy approach may fail through wrong_proof.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_B_greedy::pi_pedagogy_risk_hidden_counterexample,pi::pedagogy::approach::codeforces_2185_B::greedy,pi::pedagogy::risk::hidden_counterexample,HAS_RISK,The greedy approach may fail through hidden_counterexample.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_B_greedy::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_2185_B::greedy,pi::pedagogy::risk::edge_cases,HAS_RISK,The greedy approach may fail through edge_cases.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_prefix_sums::pi_pedagogy_approach_codeforces_2185_B_prefix_sums,pi::pedagogy::technique::prefix_sums,pi::pedagogy::approach::codeforces_2185_B::prefix_sums,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_prefix_sums::pi_problem_codeforces_2185_B,pi::pedagogy::technique::prefix_sums,pi::problem::codeforces_2185_B,INDEXES_PROBLEM,Problem can be reached through technique prefix_sums.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_range_aggregation::pi_pedagogy_approach_codeforces_2185_B_prefix_sums,pi::pedagogy::prerequisite::range_aggregation,pi::pedagogy::approach::codeforces_2185_B::prefix_sums,PREREQUISITE_OF,range_aggregation is needed for prefix_sums.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_index_boundaries::pi_pedagogy_approach_codeforces_2185_B_prefix_sums,pi::pedagogy::prerequisite::index_boundaries,pi::pedagogy::approach::codeforces_2185_B::prefix_sums,PREREQUISITE_OF,index_boundaries is needed for prefix_sums.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_B_prefix_sums::pi_pedagogy_risk_indexing_bug,pi::pedagogy::approach::codeforces_2185_B::prefix_sums,pi::pedagogy::risk::indexing_bug,HAS_RISK,The prefix_sums approach may fail through indexing_bug.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_B_prefix_sums::pi_pedagogy_risk_off_by_one,pi::pedagogy::approach::codeforces_2185_B::prefix_sums,pi::pedagogy::risk::off_by_one,HAS_RISK,The prefix_sums approach may fail through off_by_one.,0.64
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_implementation_constructive::pi_problem_codeforces_2185_A,pi::pedagogy::topic::implementation_constructive,pi::problem::codeforces_2185_A,INDEXES_PROBLEM,Problem belongs to topic implementation_constructive.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_math::pi_problem_codeforces_2185_A,pi::pedagogy::topic::math,pi::problem::codeforces_2185_A,INDEXES_PROBLEM,Problem belongs to topic math.,0.68
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_direct_formula::pi_pedagogy_approach_codeforces_2185_A_direct_formula,pi::pedagogy::technique::direct_formula,pi::pedagogy::approach::codeforces_2185_A::direct_formula,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_direct_formula::pi_problem_codeforces_2185_A,pi::pedagogy::technique::direct_formula,pi::problem::codeforces_2185_A,INDEXES_PROBLEM,Problem can be reached through technique direct_formula.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_algebraic_modeling::pi_pedagogy_approach_codeforces_2185_A_direct_formula,pi::pedagogy::prerequisite::algebraic_modeling,pi::pedagogy::approach::codeforces_2185_A::direct_formula,PREREQUISITE_OF,algebraic_modeling is needed for direct_formula.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_integer_square_root::pi_pedagogy_approach_codeforces_2185_A_direct_formula,pi::pedagogy::prerequisite::integer_square_root,pi::pedagogy::approach::codeforces_2185_A::direct_formula,PREREQUISITE_OF,integer_square_root is needed for direct_formula.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_overflow_awareness::pi_pedagogy_approach_codeforces_2185_A_direct_formula,pi::pedagogy::prerequisite::overflow_awareness,pi::pedagogy::approach::codeforces_2185_A::direct_formula,PREREQUISITE_OF,overflow_awareness is needed for direct_formula.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_A_direct_formula::pi_pedagogy_risk_precision_error,pi::pedagogy::approach::codeforces_2185_A::direct_formula,pi::pedagogy::risk::precision_error,HAS_RISK,The direct_formula approach may fail through precision_error.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_A_direct_formula::pi_pedagogy_risk_overflow,pi::pedagogy::approach::codeforces_2185_A::direct_formula,pi::pedagogy::risk::overflow,HAS_RISK,The direct_formula approach may fail through overflow.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2185_A_direct_formula::pi_pedagogy_risk_invalid_integer_root,pi::pedagogy::approach::codeforces_2185_A::direct_formula,pi::pedagogy::risk::invalid_integer_root,HAS_RISK,The direct_formula approach may fail through invalid_integer_root.,0.64
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_data_structures::pi_problem_codeforces_2167_G,pi::pedagogy::topic::data_structures,pi::problem::codeforces_2167_G,INDEXES_PROBLEM,Problem belongs to topic data_structures.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_dynamic_programming::pi_problem_codeforces_2167_G,pi::pedagogy::topic::dynamic_programming,pi::problem::codeforces_2167_G,INDEXES_PROBLEM,Problem belongs to topic dynamic_programming.,0.68
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_data_structures::pi_pedagogy_approach_codeforces_2167_G_data_structures,pi::pedagogy::technique::data_structures,pi::pedagogy::approach::codeforces_2167_G::data_structures,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_data_structures::pi_problem_codeforces_2167_G,pi::pedagogy::technique::data_structures,pi::problem::codeforces_2167_G,INDEXES_PROBLEM,Problem can be reached through technique data_structures.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_operation_invariants::pi_pedagogy_approach_codeforces_2167_G_data_structures,pi::pedagogy::prerequisite::operation_invariants,pi::pedagogy::approach::codeforces_2167_G::data_structures,PREREQUISITE_OF,operation_invariants is needed for data_structures.,0.72
