node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::approach::codeforces_2167_D::constructive,pi::problem::codeforces_2167_D,codeforces_2167_D,APPROACH,Yet Another Array Problem - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Yet Another Array Problem

D. Yet Another Array Problem
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

You are given an integer $n$ and an array $a$ of length $n$.
Find the
smallest
integer $x$ ($2 \le x \le 10^{18}$) such that there exists an index $i$ ($1 \le i \le n$). Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,19,codeforces,1000.0,"[""implementation_constructive"", ""math"", ""constructive""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2167/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Yet Another Array Problem\n\nD. Yet Another Array Problem\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nYou are given an integer $n$ and an array $a$ of length $n$.\nFind the\nsmallest\ninteger $x$ ($2 \\le x \\le 10^{18}$) such that there exists an index $i$ ($1 \\le i \\le n$)""}"
pi::pedagogy::approach::codeforces_2167_D::number_theory,pi::problem::codeforces_2167_D,codeforces_2167_D,APPROACH,Yet Another Array Problem - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: $^{\text{∗}}$ $\gcd(x, y)$ denotes the. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,19,codeforces,1000.0,"[""implementation_constructive"", ""math"", ""number_theory""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2167/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""$^{\\text{∗}}$ $\\gcd(x, y)$ denotes the""}"
pi::pedagogy::approach::codeforces_2167_D::greedy,pi::problem::codeforces_2167_D,codeforces_2167_D,APPROACH,Yet Another Array Problem - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Answer is always prime number, try to prove why.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,19,codeforces,1000.0,"[""implementation_constructive"", ""math"", ""greedy""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2167/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Answer is always prime number, try to prove why.""}"
pi::pedagogy::approach::codeforces_2167_C::greedy,pi::problem::codeforces_2167_C,codeforces_2167_C,APPROACH,Isamatdin and His Magic Wand! - Greedy Approach,"This problem can be interpreted through greedy. Evidence: constructive algorithms greedy implementation sortings. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,20,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""techniques""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2167/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""constructive algorithms greedy implementation sortings""}"
pi::pedagogy::approach::codeforces_2167_C::constructive,pi::problem::codeforces_2167_C,codeforces_2167_C,APPROACH,Isamatdin and His Magic Wand! - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Isamatdin and His Magic Wand!

C. Isamatdin and His Magic Wand!
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Isamatdin has $n$ toys arranged in a row. The $i$-th toy has an integer $a_i$. He wanted to sort them because otherwise, his mother would scold him.
However, Isamatdin never liked. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,20,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""techniques"", ""constructive""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2167/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Isamatdin and His Magic Wand!\n\nC. Isamatdin and His Magic Wand!\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nIsamatdin has $n$ toys arranged in a row. The $i$-th toy has an integer $a_i$. He wanted to sort them because otherwise, his mother would scold him.\nHowever, Isamatdin never liked""}"
pi::pedagogy::approach::codeforces_2167_C::sorting,pi::problem::codeforces_2167_C,codeforces_2167_C,APPROACH,Isamatdin and His Magic Wand! - Sorting Approach,"This problem can be interpreted through sorting. Evidence: He wanted to sort them because otherwise, his mother would scold him.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,20,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""techniques"", ""sorting""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2167/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""He wanted to sort them because otherwise, his mother would scold him.""}"
pi::pedagogy::topic::strings,pi::pedagogy::root,,TOPIC,Strings,Competitive programming topic: strings.,2,21,,,"[""strings""]","[""strings""]",,"{""layer"": ""pedagogical_graph"", ""topic"": ""strings""}"
pi::pedagogy::approach::codeforces_2167_B::brute_force,pi::problem::codeforces_2167_B,codeforces_2167_B,APPROACH,Your Name - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: Your Name

B. Your Name
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

khba is writing his girlfriend's name. He has $n$ cubes, each with one lowercase Latin letter written on it. They are arranged in a row, forming a string $s$. His girlfriend's name is also a string $t$, consisting of $n$. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,21,codeforces,800.0,"[""techniques"", ""strings"", ""brute_force""]","[""techniques"", ""strings"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2167/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""Your Name\n\nB. Your Name\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nkhba is writing his girlfriend's name. He has $n$ cubes, each with one lowercase Latin letter written on it. They are arranged in a row, forming a string $s$. His girlfriend's name is also a string $t$, consisting of $n$""}"
pi::pedagogy::approach::codeforces_2167_A::brute_force,pi::problem::codeforces_2167_A,codeforces_2167_A,APPROACH,Square? - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: Square?

A. Square?
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

You are given $4$ sticks of lengths $a$, $b$, $c$, and $d$. You can not break or bend them.
Determine whether it is possible to form a square $^{\text{∗}}$ using the given sticks.
$^{\text{∗}}$ A
square
is defined as a polygon. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,22,codeforces,800.0,"[""math"", ""techniques"", ""brute_force""]","[""math"", ""techniques"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2167/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""Square?\n\nA. Square?\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nYou are given $4$ sticks of lengths $a$, $b$, $c$, and $d$. You can not break or bend them.\nDetermine whether it is possible to form a square $^{\\text{∗}}$ using the given sticks.\n$^{\\text{∗}}$ A\nsquare\nis defined as a polygon""}"
pi::pedagogy::approach::codeforces_2148_G::binary_search,pi::problem::codeforces_2148_G,codeforces_2148_G,APPROACH,Farmer John's Last Wish - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: binary search data structures math number theory. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,23,codeforces,1900.0,"[""techniques"", ""data_structures"", ""math"", ""binary_search""]","[""techniques"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2148/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""binary search data structures math number theory""}"
pi::pedagogy::approach::codeforces_2148_G::data_structures,pi::problem::codeforces_2148_G,codeforces_2148_G,APPROACH,Farmer John's Last Wish - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: Farmer John's Last Wish

G. Farmer John's Last Wish
time limit per test
3 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Bessie has found an array $a$ of length $n$ on the floor. There appears to be a handwritten note lying next to the array, seemingly written by Farmer John. The note reads:
Help me, dear Bessie!. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,23,codeforces,1900.0,"[""techniques"", ""data_structures"", ""math""]","[""techniques"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2148/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""Farmer John's Last Wish\n\nG. Farmer John's Last Wish\ntime limit per test\n3 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nBessie has found an array $a$ of length $n$ on the floor. There appears to be a handwritten note lying next to the array, seemingly written by Farmer John. The note reads:\nHelp me, dear Bessie!""}"
pi::pedagogy::approach::codeforces_2148_G::number_theory,pi::problem::codeforces_2148_G,codeforces_2148_G,APPROACH,Farmer John's Last Wish - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: Let $f(a)$ denote the maximum integer $k$ in the range $[1,n)$ such that $\gcd(a_1, a_2, \ldots, a_k) \gt \gcd(a_1, a_2, \ldots, a_{k+1})$, or $0$ if no such $k$ exists.. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,23,codeforces,1900.0,"[""techniques"", ""data_structures"", ""math"", ""number_theory""]","[""techniques"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2148/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""Let $f(a)$ denote the maximum integer $k$ in the range $[1,n)$ such that $\\gcd(a_1, a_2, \\ldots, a_k) \\gt \\gcd(a_1, a_2, \\ldots, a_{k+1})$, or $0$ if no such $k$ exists.""}"
pi::pedagogy::approach::codeforces_2148_G::direct_formula,pi::problem::codeforces_2148_G,codeforces_2148_G,APPROACH,Farmer John's Last Wish - Direct Formula Approach,"This problem can be interpreted through direct formula. Evidence: For each element, computing divisors takes $O(\sqrt{a_i})$.. Prerequisites: algebraic_modeling, integer_square_root, overflow_awareness. Common risks: precision_error, overflow, invalid_integer_root.",4,23,codeforces,1900.0,"[""techniques"", ""data_structures"", ""math"", ""direct_formula""]","[""techniques"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2148/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""direct_formula"", ""prerequisites"": [""algebraic_modeling"", ""integer_square_root"", ""overflow_awareness""], ""risks"": [""precision_error"", ""overflow"", ""invalid_integer_root""], ""evidence"": ""For each element, computing divisors takes $O(\\sqrt{a_i})$.""}"
pi::pedagogy::approach::codeforces_2148_G::greedy,pi::problem::codeforces_2148_G,codeforces_2148_G,APPROACH,Farmer John's Last Wish - Greedy Approach,"This problem can be interpreted through greedy. Evidence: the last element (the full prefix always ends with $\gcd = 1$ by normalization).. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,23,codeforces,1900.0,"[""techniques"", ""data_structures"", ""math"", ""greedy""]","[""techniques"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2148/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""the last element (the full prefix always ends with $\\gcd = 1$ by normalization).""}"
