node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::page::codeforces_2167_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_D,codeforces_2167_D,EDITORIAL_OBSERVATION,Yet Another Array Problem - Editorial Observation,"Hint 2:
Notice how equation works if $x$ does not satisfy property.",4,8,codeforces,1000.0,"[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2167/D,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2167/D"", ""normalized_tags"": [""implementation_constructive"", ""math""], ""topic_group"": [""implementation_constructive"", ""math""], ""difficulty"": 1000.0, ""source_page_node_id"": ""codeforces_2167_D::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2167_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_E,codeforces_2167_E,EDITORIAL_OBSERVATION,khba Loves to Sleep! - Editorial Observation,"It can be noticed that if we can choose $k$ teleports such that the first arrival time equals $m$, then we can also choose $k$ teleports such that the first arrival time equals $m - 1$.",4,8,codeforces,1600.0,"[""techniques"", ""data_structures"", ""math"", ""greedy"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""math"", ""greedy"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2167/E,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2167/E"", ""normalized_tags"": [""techniques"", ""data_structures"", ""math"", ""greedy"", ""implementation_constructive""], ""topic_group"": [""techniques"", ""data_structures"", ""math"", ""greedy"", ""implementation_constructive""], ""difficulty"": 1600.0, ""source_page_node_id"": ""codeforces_2167_E::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2167_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_F,codeforces_2167_F,EDITORIAL_OBSERVATION,"Tree, TREE!!! - Editorial Observation","Hint 3:
Notice how instead of calculating the answer for each root, we can calculate contribution of $i$ when root is $1 \ldots n$.",4,8,codeforces,1600.0,"[""graphs"", ""dynamic_programming"", ""math""]","[""graphs"", ""dynamic_programming"", ""math""]",https://codeforces.com/problemset/problem/2167/F,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2167/F"", ""normalized_tags"": [""graphs"", ""dynamic_programming"", ""math""], ""topic_group"": [""graphs"", ""dynamic_programming"", ""math""], ""difficulty"": 1600.0, ""source_page_node_id"": ""codeforces_2167_F::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2167_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_G,codeforces_2167_G,EDITORIAL_OBSERVATION,Mukhammadali and the Smooth Array - Editorial Observation,,4,8,codeforces,1600.0,"[""data_structures"", ""dynamic_programming""]","[""data_structures"", ""dynamic_programming""]",https://codeforces.com/problemset/problem/2167/G,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2167/G"", ""normalized_tags"": [""data_structures"", ""dynamic_programming""], ""topic_group"": [""data_structures"", ""dynamic_programming""], ""difficulty"": 1600.0, ""source_page_node_id"": ""codeforces_2167_G::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2185_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_A,codeforces_2185_A,EDITORIAL_OBSERVATION,Perfect Root - Editorial Observation,"Solution:
Notice that for every positive integer $x$, $\sqrt{x^2} = x$.",4,8,codeforces,800.0,"[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2185/A,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2185/A"", ""normalized_tags"": [""implementation_constructive"", ""math""], ""topic_group"": [""implementation_constructive"", ""math""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2185_A::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2185_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_B,codeforces_2185_B,EDITORIAL_OBSERVATION,Prefix Max - Editorial Observation,,4,8,codeforces,800.0,"[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2185/B,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2185/B"", ""normalized_tags"": [""greedy""], ""topic_group"": [""greedy""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2185_B::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2185_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_C,codeforces_2185_C,EDITORIAL_OBSERVATION,Shifted MEX - Editorial Observation,"Notice how all the elements in array $b$ are sequential, meaning that if the array were sorted, the difference between adjacent elements would be 1.",4,8,codeforces,900.0,"[""implementation_constructive"", ""techniques""]","[""implementation_constructive"", ""techniques""]",https://codeforces.com/problemset/problem/2185/C,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2185/C"", ""normalized_tags"": [""implementation_constructive"", ""techniques""], ""topic_group"": [""implementation_constructive"", ""techniques""], ""difficulty"": 900.0, ""source_page_node_id"": ""codeforces_2185_C::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2185_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_D,codeforces_2185_D,EDITORIAL_OBSERVATION,OutOfMemoryError - Editorial Observation,,4,8,codeforces,1100.0,"[""data_structures"", ""implementation_constructive"", ""math"", ""techniques""]","[""data_structures"", ""implementation_constructive"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2185/D,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2185/D"", ""normalized_tags"": [""data_structures"", ""implementation_constructive"", ""math"", ""techniques""], ""topic_group"": [""data_structures"", ""implementation_constructive"", ""math"", ""techniques""], ""difficulty"": 1100.0, ""source_page_node_id"": ""codeforces_2185_D::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2185_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_E,codeforces_2185_E,EDITORIAL_OBSERVATION,The Robotic Rush - Editorial Observation,,4,8,codeforces,1500.0,"[""techniques"", ""greedy"", ""implementation_constructive""]","[""techniques"", ""greedy"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2185/E,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2185/E"", ""normalized_tags"": [""techniques"", ""greedy"", ""implementation_constructive""], ""topic_group"": [""techniques"", ""greedy"", ""implementation_constructive""], ""difficulty"": 1500.0, ""source_page_node_id"": ""codeforces_2185_E::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2185_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_F,codeforces_2185_F,EDITORIAL_OBSERVATION,BattleCows - Editorial Observation,,4,8,codeforces,1700.0,"[""data_structures"", ""techniques"", ""implementation_constructive""]","[""data_structures"", ""techniques"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2185/F,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2185/F"", ""normalized_tags"": [""data_structures"", ""techniques"", ""implementation_constructive""], ""topic_group"": [""data_structures"", ""techniques"", ""implementation_constructive""], ""difficulty"": 1700.0, ""source_page_node_id"": ""codeforces_2185_F::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2185_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_G,codeforces_2185_G,EDITORIAL_OBSERVATION,Mixing MEXes - Editorial Observation,,4,8,codeforces,1800.0,"[""data_structures"", ""implementation_constructive"", ""math""]","[""data_structures"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2185/G,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2185/G"", ""normalized_tags"": [""data_structures"", ""implementation_constructive"", ""math""], ""topic_group"": [""data_structures"", ""implementation_constructive"", ""math""], ""difficulty"": 1800.0, ""source_page_node_id"": ""codeforces_2185_G::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2185_H_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_H,codeforces_2185_H,EDITORIAL_OBSERVATION,BattleCows 2 - Editorial Observation,,4,8,codeforces,2500.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2185/H,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2185/H"", ""normalized_tags"": [""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""], ""topic_group"": [""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""], ""difficulty"": 2500.0, ""source_page_node_id"": ""codeforces_2185_H::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2218_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_A,codeforces_2218_A,EDITORIAL_OBSERVATION,The 67th Integer Problem - Editorial Observation,,4,8,codeforces,800.0,"[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2218/A,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/A"", ""normalized_tags"": [""implementation_constructive"", ""math""], ""topic_group"": [""implementation_constructive"", ""math""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2218_A::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2218_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_B,codeforces_2218_B,EDITORIAL_OBSERVATION,The 67th 6-7 Integer Problem - Editorial Observation,,4,8,codeforces,800.0,"[""greedy"", ""math""]","[""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/B,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/B"", ""normalized_tags"": [""greedy"", ""math""], ""topic_group"": [""greedy"", ""math""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2218_B::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2218_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_C,codeforces_2218_C,EDITORIAL_OBSERVATION,The 67th Permutation Problem - Editorial Observation,,4,8,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/C"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""math""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""math""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2218_C::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2218_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_D,codeforces_2218_D,EDITORIAL_OBSERVATION,The 67th OEIS Problem - Editorial Observation,,4,8,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/D"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""math""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""math""], ""difficulty"": 1100.0, ""source_page_node_id"": ""codeforces_2218_D::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2218_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_E,codeforces_2218_E,EDITORIAL_OBSERVATION,The 67th XOR Problem - Editorial Observation,,4,8,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/E"", ""normalized_tags"": [""techniques"", ""data_structures"", ""implementation_constructive""], ""topic_group"": [""techniques"", ""data_structures"", ""implementation_constructive""], ""difficulty"": 1200.0, ""source_page_node_id"": ""codeforces_2218_E::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2218_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_F,codeforces_2218_F,EDITORIAL_OBSERVATION,The 67th Tree Problem - Editorial Observation,,4,8,codeforces,1500.0,"[""implementation_constructive"", ""graphs""]","[""implementation_constructive"", ""graphs""]",https://codeforces.com/problemset/problem/2218/F,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/F"", ""normalized_tags"": [""implementation_constructive"", ""graphs""], ""topic_group"": [""implementation_constructive"", ""graphs""], ""difficulty"": 1500.0, ""source_page_node_id"": ""codeforces_2218_F::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2218_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_G,codeforces_2218_G,EDITORIAL_OBSERVATION,"The 67th Iteration of ""Counting is Fun"" - Editorial Observation","Hint 3
What do you notice about people where $b_i = 0$?
Hint 4
If $b_i = 0$, then $a_i$ must also equal $0$.",4,8,codeforces,1800.0,"[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2218/G,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/G"", ""normalized_tags"": [""implementation_constructive"", ""math""], ""topic_group"": [""implementation_constructive"", ""math""], ""difficulty"": 1800.0, ""source_page_node_id"": ""codeforces_2218_G::08_EDITORIAL_OBSERVATION""}"
pi::pedagogy::approach::codeforces_2185_H::binary_search,pi::problem::codeforces_2185_H,codeforces_2185_H,APPROACH,BattleCows 2 - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: While we haven't completed every match, binary search for the first index where prefix[i] is greater than double the skill level of cow $x$.. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,8,codeforces,2500.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy"", ""binary_search""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2185/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""While we haven't completed every match, binary search for the first index where prefix[i] is greater than double the skill level of cow $x$.""}"
pi::pedagogy::approach::codeforces_2185_H::brute_force,pi::problem::codeforces_2185_H,codeforces_2185_H,APPROACH,BattleCows 2 - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: binary search brute force data structures dp greedy. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,8,codeforces,2500.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy"", ""brute_force""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2185/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""binary search brute force data structures dp greedy""}"
pi::pedagogy::approach::codeforces_2185_H::data_structures,pi::problem::codeforces_2185_H,codeforces_2185_H,APPROACH,BattleCows 2 - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: BattleCows 2

H. BattleCows 2
time limit per test
3 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Farmer John wants to host another tournament with $n$ cows, where the $i$-th cow has a skill level of $a_i$. The following process repeats until there is only one cow in the line.
The first cow in the line fights the. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,8,codeforces,2500.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2185/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""BattleCows 2\n\nH. BattleCows 2\ntime limit per test\n3 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nFarmer John wants to host another tournament with $n$ cows, where the $i$-th cow has a skill level of $a_i$. The following process repeats until there is only one cow in the line.\nThe first cow in the line fights the""}"
